BASIN,POINTS,ID,NAME,SCENARIO,WYIELD,EROSION,N,P
1_BASE,378,1,CABEZAS,BASE,223.21,0.01,0.01,0.01
1_BASE,379,1,CABEZAS,BASE,84.25,0.02,0.00,0.00
1_BASE,380,1,CABEZAS,BASE,59.50,0.12,0.00,0.00
1_BASE,381,1,CABEZAS,BASE,342.87,0.00,0.00,0.00
1_BASE,382,1,CABEZAS,BASE,162.21,0.06,1.62,0.68
1_BASE,383,1,CABEZAS,BASE,313.51,3.65,3.22,1.35
1_BASE,384,1,CABEZAS,BASE,720.66,0.00,0.07,0.02
1_BASE,385,1,CABEZAS,BASE,316.83,4.60,3.10,1.58
1_BASE,386,1,CABEZAS,BASE,224.09,0.03,0.00,0.00
1_BASE,387,1,CABEZAS,BASE,173.98,1.88,4.10,1.72
1_BASE,388,1,CABEZAS,BASE,615.70,0.35,0.34,0.09
1_BASE,389,1,CABEZAS,BASE,201.80,0.00,0.00,0.00
1_BASE,390,1,CABEZAS,BASE,318.09,0.00,0.00,0.00
1_BASE,391,1,CABEZAS,BASE,229.83,0.00,0.00,0.00
1_BASE,392,1,CABEZAS,BASE,252.00,0.07,0.84,0.43
1_BASE,393,1,CABEZAS,BASE,147.61,0.01,0.01,0.01
1_BASE,394,1,CABEZAS,BASE,323.88,0.08,2.87,1.21
1_BASE,395,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,396,1,CABEZAS,BASE,168.93,0.60,2.94,1.24
1_BASE,397,1,CABEZAS,BASE,96.67,0.17,0.01,0.01
1_BASE,398,1,CABEZAS,BASE,265.39,2.03,1.69,0.86
1_BASE,399,1,CABEZAS,BASE,229.83,0.00,0.00,0.00
1_BASE,400,1,CABEZAS,BASE,100.40,0.32,0.02,0.02
1_BASE,401,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,402,1,CABEZAS,BASE,22.13,0.01,0.01,0.01
1_BASE,403,1,CABEZAS,BASE,163.53,1.05,0.02,0.02
1_BASE,404,1,CABEZAS,BASE,415.25,0.03,0.18,0.05
1_BASE,405,1,CABEZAS,BASE,10.76,0.10,0.74,0.08
1_BASE,406,1,CABEZAS,BASE,21.63,0.01,0.01,0.01
1_BASE,407,1,CABEZAS,BASE,264.78,0.02,1.17,0.59
1_BASE,408,1,CABEZAS,BASE,22.60,0.02,0.01,0.01
1_BASE,409,1,CABEZAS,BASE,238.07,0.01,0.01,0.01
1_BASE,410,1,CABEZAS,BASE,260.92,0.14,1.42,0.72
1_BASE,411,1,CABEZAS,BASE,720.66,0.00,0.51,0.13
1_BASE,412,1,CABEZAS,BASE,208.56,0.00,0.00,0.00
1_BASE,413,1,CABEZAS,BASE,209.47,0.00,0.00,0.00
1_BASE,414,1,CABEZAS,BASE,21.61,0.13,0.01,0.01
1_BASE,415,1,CABEZAS,BASE,99.96,0.98,0.02,0.02
1_BASE,416,1,CABEZAS,BASE,22.60,0.04,0.01,0.01
1_BASE,417,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,418,1,CABEZAS,BASE,233.82,0.01,0.01,0.01
1_BASE,419,1,CABEZAS,BASE,354.19,0.19,2.49,1.05
1_BASE,420,1,CABEZAS,BASE,157.17,1.63,2.94,1.23
1_BASE,421,1,CABEZAS,BASE,216.24,0.00,0.00,0.00
1_BASE,422,1,CABEZAS,BASE,175.76,0.49,0.02,0.02
1_BASE,423,1,CABEZAS,BASE,409.09,3.44,3.53,1.79
1_BASE,424,1,CABEZAS,BASE,56.65,0.00,0.00,0.00
1_BASE,425,1,CABEZAS,BASE,199.77,0.00,0.00,0.00
1_BASE,426,1,CABEZAS,BASE,96.63,0.01,0.01,0.01
1_BASE,427,1,CABEZAS,BASE,232.37,0.05,1.02,0.52
1_BASE,428,1,CABEZAS,BASE,351.43,0.91,2.13,1.08
1_BASE,429,1,CABEZAS,BASE,181.79,0.01,2.04,0.86
1_BASE,430,1,CABEZAS,BASE,168.93,0.03,2.35,0.99
1_BASE,431,1,CABEZAS,BASE,323.78,0.85,2.68,1.13
1_BASE,432,1,CABEZAS,BASE,103.59,0.19,0.01,0.01
1_BASE,433,1,CABEZAS,BASE,23.41,0.02,0.01,0.01
1_BASE,434,1,CABEZAS,BASE,94.61,0.27,2.15,0.91
1_BASE,435,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,436,1,CABEZAS,BASE,188.73,0.09,1.77,0.75
1_BASE,437,1,CABEZAS,BASE,309.22,0.56,4.69,1.97
1_BASE,438,1,CABEZAS,BASE,385.63,0.39,1.55,0.79
1_BASE,439,1,CABEZAS,BASE,282.78,0.00,0.00,0.00
1_BASE,440,1,CABEZAS,BASE,164.10,0.36,2.81,1.18
1_BASE,441,1,CABEZAS,BASE,218.09,2.50,0.01,0.01
1_BASE,442,1,CABEZAS,BASE,152.10,0.09,3.10,1.30
1_BASE,443,1,CABEZAS,BASE,237.69,0.45,1.36,0.69
1_BASE,444,1,CABEZAS,BASE,56.73,0.00,0.00,0.00
1_BASE,445,1,CABEZAS,BASE,254.12,0.01,0.01,0.01
1_BASE,446,1,CABEZAS,BASE,23.14,0.00,0.00,0.00
1_BASE,447,1,CABEZAS,BASE,351.52,6.02,2.66,1.35
1_BASE,448,1,CABEZAS,BASE,719.01,0.01,0.09,0.02
1_BASE,449,1,CABEZAS,BASE,84.60,0.15,0.00,0.00
1_BASE,450,1,CABEZAS,BASE,218.55,0.01,0.00,0.00
1_BASE,451,1,CABEZAS,BASE,169.96,0.39,2.66,1.12
1_BASE,452,1,CABEZAS,BASE,372.51,0.00,0.00,0.00
1_BASE,453,1,CABEZAS,BASE,713.30,0.10,0.09,0.02
1_BASE,454,1,CABEZAS,BASE,220.84,0.02,0.01,0.01
1_BASE,455,1,CABEZAS,BASE,22.60,0.00,0.01,0.01
1_BASE,456,1,CABEZAS,BASE,724.05,0.03,0.29,0.07
1_BASE,457,1,CABEZAS,BASE,176.89,0.13,2.06,0.87
1_BASE,458,1,CABEZAS,BASE,181.92,3.59,3.20,1.35
1_BASE,459,1,CABEZAS,BASE,21.44,0.08,0.01,0.01
1_BASE,460,1,CABEZAS,BASE,219.33,5.14,2.54,1.29
1_BASE,461,1,CABEZAS,BASE,278.72,0.39,4.38,1.84
1_BASE,462,1,CABEZAS,BASE,262.50,242.44,8.03,3.38
1_BASE,463,1,CABEZAS,BASE,183.76,0.24,0.02,0.02
1_BASE,464,1,CABEZAS,BASE,21.36,0.03,0.01,0.01
1_BASE,465,1,CABEZAS,BASE,220.06,1.40,2.19,1.11
1_BASE,466,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,467,1,CABEZAS,BASE,169.96,0.03,2.07,0.87
1_BASE,468,1,CABEZAS,BASE,264.14,0.19,0.99,0.50
1_BASE,469,1,CABEZAS,BASE,323.61,0.21,1.89,0.80
1_BASE,470,1,CABEZAS,BASE,353.92,0.19,2.33,0.98
1_BASE,471,1,CABEZAS,BASE,233.36,0.00,0.01,0.01
1_BASE,472,1,CABEZAS,BASE,323.61,0.20,1.83,0.77
1_BASE,473,1,CABEZAS,BASE,332.61,0.00,0.00,0.00
1_BASE,474,1,CABEZAS,BASE,181.14,5.50,2.48,1.04
1_BASE,475,1,CABEZAS,BASE,357.17,0.16,1.22,0.62
1_BASE,476,1,CABEZAS,BASE,284.23,24.68,3.23,1.64
1_BASE,477,1,CABEZAS,BASE,224.09,0.24,0.00,0.00
1_BASE,478,1,CABEZAS,BASE,254.04,0.02,0.00,0.00
1_BASE,479,1,CABEZAS,BASE,182.13,0.21,2.03,0.85
1_BASE,480,1,CABEZAS,BASE,294.87,0.59,0.00,0.00
1_BASE,481,1,CABEZAS,BASE,213.20,0.43,0.31,0.16
1_BASE,482,1,CABEZAS,BASE,98.37,0.54,0.02,0.02
1_BASE,483,1,CABEZAS,BASE,16.39,0.00,0.00,0.00
1_BASE,484,1,CABEZAS,BASE,22.60,0.01,0.00,0.00
1_BASE,485,1,CABEZAS,BASE,22.07,0.29,0.01,0.01
1_BASE,486,1,CABEZAS,BASE,65.94,0.03,0.00,0.00
1_BASE,487,1,CABEZAS,BASE,274.18,1.09,5.95,2.50
1_BASE,488,1,CABEZAS,BASE,224.74,0.06,0.01,0.01
1_BASE,489,1,CABEZAS,BASE,23.33,0.00,0.01,0.01
1_BASE,490,1,CABEZAS,BASE,383.80,0.00,0.13,0.03
1_BASE,491,1,CABEZAS,BASE,56.65,0.00,0.00,0.00
1_BASE,492,1,CABEZAS,BASE,181.79,0.04,2.68,1.13
1_BASE,493,1,CABEZAS,BASE,382.49,6.47,2.62,1.33
1_BASE,494,1,CABEZAS,BASE,94.68,0.17,0.01,0.01
1_BASE,495,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,496,1,CABEZAS,BASE,188.73,0.04,1.32,0.55
1_BASE,497,1,CABEZAS,BASE,302.76,0.00,0.00,0.00
1_BASE,498,1,CABEZAS,BASE,203.88,0.25,3.59,1.51
1_BASE,499,1,CABEZAS,BASE,224.21,0.13,0.00,0.00
1_BASE,500,1,CABEZAS,BASE,121.15,0.32,0.01,0.01
1_BASE,501,1,CABEZAS,BASE,223.21,0.02,0.01,0.01
1_BASE,502,1,CABEZAS,BASE,220.89,0.00,0.00,0.00
1_BASE,503,1,CABEZAS,BASE,148.25,3.40,0.00,0.00
1_BASE,504,1,CABEZAS,BASE,216.24,0.00,0.00,0.00
1_BASE,505,1,CABEZAS,BASE,177.97,0.49,2.66,1.12
1_BASE,506,1,CABEZAS,BASE,157.10,0.00,0.00,0.00
1_BASE,507,1,CABEZAS,BASE,187.18,0.04,1.84,0.77
1_BASE,508,1,CABEZAS,BASE,260.92,0.88,1.73,0.88
1_BASE,509,1,CABEZAS,BASE,113.97,0.04,0.01,0.01
1_BASE,510,1,CABEZAS,BASE,0.00,0.00,0.25,0.06
1_BASE,511,1,CABEZAS,BASE,221.12,0.02,0.00,0.00
1_BASE,512,1,CABEZAS,BASE,293.88,0.02,1.59,0.67
1_BASE,513,1,CABEZAS,BASE,96.01,1.19,0.01,0.01
1_BASE,514,1,CABEZAS,BASE,752.16,0.00,0.30,0.07
1_BASE,515,1,CABEZAS,BASE,248.86,1.52,1.65,0.84
1_BASE,516,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,517,1,CABEZAS,BASE,16.39,0.00,0.00,0.00
1_BASE,518,1,CABEZAS,BASE,268.42,4.11,2.25,1.14
1_BASE,519,1,CABEZAS,BASE,115.40,1.53,0.01,0.01
1_BASE,520,1,CABEZAS,BASE,232.36,0.01,0.01,0.01
1_BASE,521,1,CABEZAS,BASE,182.13,0.03,2.96,1.24
1_BASE,522,1,CABEZAS,BASE,148.66,0.05,0.01,0.01
1_BASE,523,1,CABEZAS,BASE,181.00,0.04,2.02,0.85
1_BASE,524,1,CABEZAS,BASE,84.53,0.00,0.01,0.01
1_BASE,525,1,CABEZAS,BASE,99.96,0.92,0.02,0.02
1_BASE,526,1,CABEZAS,BASE,167.57,0.01,0.76,0.32
1_BASE,527,1,CABEZAS,BASE,164.10,0.28,2.67,1.12
1_BASE,528,1,CABEZAS,BASE,161.53,0.00,0.00,0.00
1_BASE,529,1,CABEZAS,BASE,240.29,0.11,0.01,0.01
1_BASE,530,1,CABEZAS,BASE,72.68,0.03,0.50,0.05
1_BASE,531,1,CABEZAS,BASE,112.16,0.39,0.01,0.01
1_BASE,532,1,CABEZAS,BASE,97.27,0.03,0.01,0.01
1_BASE,533,1,CABEZAS,BASE,212.57,0.02,0.00,0.00
1_BASE,534,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,535,1,CABEZAS,BASE,84.94,0.25,0.01,0.01
1_BASE,536,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,537,1,CABEZAS,BASE,87.40,0.04,0.00,0.00
1_BASE,538,1,CABEZAS,BASE,22.07,0.09,0.01,0.01
1_BASE,539,1,CABEZAS,BASE,233.36,0.00,0.01,0.01
1_BASE,540,1,CABEZAS,BASE,323.78,0.13,2.26,0.95
1_BASE,541,1,CABEZAS,BASE,213.34,0.01,2.08,0.88
1_BASE,542,1,CABEZAS,BASE,91.04,0.12,0.01,0.01
1_BASE,543,1,CABEZAS,BASE,181.79,0.01,2.17,0.91
1_BASE,544,1,CABEZAS,BASE,342.87,0.00,0.00,0.00
1_BASE,545,1,CABEZAS,BASE,52.36,0.03,0.00,0.00
1_BASE,546,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,547,1,CABEZAS,BASE,21.63,0.45,0.01,0.01
1_BASE,548,1,CABEZAS,BASE,232.49,5.01,2.40,1.22
1_BASE,549,1,CABEZAS,BASE,63.68,0.01,0.00,0.00
1_BASE,550,1,CABEZAS,BASE,108.18,0.14,0.01,0.01
1_BASE,551,1,CABEZAS,BASE,121.83,0.21,0.01,0.01
1_BASE,552,1,CABEZAS,BASE,713.88,0.04,0.05,0.01
1_BASE,553,1,CABEZAS,BASE,108.18,0.21,0.01,0.01
1_BASE,554,1,CABEZAS,BASE,155.77,0.46,2.24,0.94
1_BASE,555,1,CABEZAS,BASE,156.72,0.09,0.28,0.07
1_BASE,556,1,CABEZAS,BASE,22.13,0.01,0.00,0.00
1_BASE,557,1,CABEZAS,BASE,726.31,0.00,0.08,0.02
1_BASE,558,1,CABEZAS,BASE,226.78,0.53,3.47,1.46
1_BASE,559,1,CABEZAS,BASE,217.42,0.00,0.00,0.00
1_BASE,560,1,CABEZAS,BASE,217.50,1.44,1.96,1.00
1_BASE,561,1,CABEZAS,BASE,277.71,0.00,0.00,0.00
1_BASE,562,1,CABEZAS,BASE,22.60,0.17,0.01,0.01
1_BASE,563,1,CABEZAS,BASE,409.64,0.78,2.51,1.27
1_BASE,564,1,CABEZAS,BASE,222.70,0.97,1.83,0.77
1_BASE,565,1,CABEZAS,BASE,169.96,0.19,2.21,0.93
1_BASE,566,1,CABEZAS,BASE,23.75,0.36,0.01,0.01
1_BASE,567,1,CABEZAS,BASE,384.27,0.32,0.00,0.00
1_BASE,568,1,CABEZAS,BASE,728.27,0.15,0.04,0.01
1_BASE,569,1,CABEZAS,BASE,116.84,0.02,0.00,0.00
1_BASE,570,1,CABEZAS,BASE,167.57,0.15,2.08,0.87
1_BASE,571,1,CABEZAS,BASE,243.92,2.77,1.49,0.76
1_BASE,572,1,CABEZAS,BASE,229.89,50.15,6.93,2.92
1_BASE,573,1,CABEZAS,BASE,724.05,0.00,0.00,0.00
1_BASE,574,1,CABEZAS,BASE,234.33,0.05,0.01,0.01
1_BASE,575,1,CABEZAS,BASE,15.99,0.46,0.01,0.01
1_BASE,576,1,CABEZAS,BASE,127.59,0.03,0.01,0.01
1_BASE,577,1,CABEZAS,BASE,218.55,0.01,0.00,0.00
1_BASE,578,1,CABEZAS,BASE,0.00,0.00,0.00,0.00
1_BASE,579,1,CABEZAS,BASE,211.68,0.02,0.00,0.00
1_BASE,580,1,CABEZAS,BASE,173.98,0.12,3.51,1.48
1_BASE,581,1,CABEZAS,BASE,56.65,0.03,0.00,0.00
1_BASE,582,1,CABEZAS,BASE,101.00,0.43,0.02,0.02
1_BASE,583,1,CABEZAS,BASE,219.81,0.07,0.01,0.01
1_BASE,584,1,CABEZAS,BASE,128.92,2.96,0.02,0.02
1_BASE,585,1,CABEZAS,BASE,20.13,0.02,0.01,0.01
1_BASE,586,1,CABEZAS,BASE,56.73,0.01,0.00,0.00
1_BASE,587,1,CABEZAS,BASE,85.99,0.06,0.01,0.01
1_BASE,588,1,CABEZAS,BASE,173.07,0.91,3.21,1.35
1_BASE,589,1,CABEZAS,BASE,313.51,1.55,3.25,1.37
2_BASE,590,2,RINCONADA,BASE,141.17,0.00,0.00,0.00
2_BASE,591,2,RINCONADA,BASE,7.64,0.10,0.43,0.05
2_BASE,592,2,RINCONADA,BASE,105.32,0.17,0.00,0.00
2_BASE,593,2,RINCONADA,BASE,22.98,0.11,0.01,0.01
2_BASE,594,2,RINCONADA,BASE,20.14,0.15,0.00,0.00
2_BASE,595,2,RINCONADA,BASE,354.25,0.04,0.04,0.01
2_BASE,596,2,RINCONADA,BASE,11.82,0.00,0.00,0.00
2_BASE,597,2,RINCONADA,BASE,123.52,0.00,0.00,0.00
2_BASE,598,2,RINCONADA,BASE,18.14,0.01,0.00,0.00
2_BASE,599,2,RINCONADA,BASE,101.57,0.09,0.00,0.00
2_BASE,600,2,RINCONADA,BASE,51.49,0.12,0.00,0.00
2_BASE,601,2,RINCONADA,BASE,18.53,0.19,0.01,0.01
2_BASE,602,2,RINCONADA,BASE,399.80,0.28,0.04,0.01
2_BASE,603,2,RINCONADA,BASE,237.00,0.88,1.16,0.47
2_BASE,604,2,RINCONADA,BASE,121.51,0.71,0.00,0.00
2_BASE,605,2,RINCONADA,BASE,16.37,0.12,0.00,0.00
2_BASE,606,2,RINCONADA,BASE,191.82,1.11,0.00,0.00
2_BASE,607,2,RINCONADA,BASE,120.93,0.70,0.00,0.00
2_BASE,608,2,RINCONADA,BASE,31.27,0.54,0.01,0.01
2_BASE,609,2,RINCONADA,BASE,10.80,0.10,0.57,0.06
2_BASE,610,2,RINCONADA,BASE,98.34,3.82,0.01,0.01
2_BASE,611,2,RINCONADA,BASE,8.18,0.10,0.46,0.05
2_BASE,612,2,RINCONADA,BASE,144.45,1.20,0.00,0.00
2_BASE,613,2,RINCONADA,BASE,68.77,0.00,0.00,0.00
2_BASE,614,2,RINCONADA,BASE,108.95,2.56,0.02,0.02
2_BASE,615,2,RINCONADA,BASE,23.49,0.43,0.01,0.01
2_BASE,616,2,RINCONADA,BASE,113.95,2.46,0.01,0.01
2_BASE,617,2,RINCONADA,BASE,126.31,0.42,0.00,0.00
2_BASE,618,2,RINCONADA,BASE,141.17,0.01,0.00,0.00
2_BASE,619,2,RINCONADA,BASE,11.82,2.05,0.34,0.04
2_BASE,620,2,RINCONADA,BASE,125.86,0.22,0.00,0.00
2_BASE,621,2,RINCONADA,BASE,0.00,0.00,0.00,0.00
2_BASE,622,2,RINCONADA,BASE,287.47,2.80,2.21,0.89
2_BASE,623,2,RINCONADA,BASE,75.13,0.03,0.00,0.00
2_BASE,624,2,RINCONADA,BASE,10.55,18.08,0.36,0.04
2_BASE,625,2,RINCONADA,BASE,48.11,2.17,0.30,0.03
2_BASE,626,2,RINCONADA,BASE,119.16,0.04,0.01,0.01
2_BASE,627,2,RINCONADA,BASE,51.24,0.14,0.17,0.02
2_BASE,628,2,RINCONADA,BASE,19.46,0.09,0.00,0.00
2_BASE,629,2,RINCONADA,BASE,10.24,12.35,1.25,0.13
2_BASE,630,2,RINCONADA,BASE,48.77,0.00,0.00,0.00
2_BASE,631,2,RINCONADA,BASE,53.81,11.36,0.00,0.00
2_BASE,632,2,RINCONADA,BASE,143.16,0.03,0.00,0.00
2_BASE,633,2,RINCONADA,BASE,86.23,0.10,0.00,0.00
2_BASE,634,2,RINCONADA,BASE,23.59,0.06,0.01,0.01
2_BASE,635,2,RINCONADA,BASE,26.87,0.44,0.00,0.00
2_BASE,636,2,RINCONADA,BASE,21.20,0.03,0.00,0.00
2_BASE,637,2,RINCONADA,BASE,80.14,0.00,0.00,0.00
2_BASE,638,2,RINCONADA,BASE,237.00,0.55,1.70,0.68
2_BASE,639,2,RINCONADA,BASE,38.00,1.30,1.12,0.47
2_BASE,640,2,RINCONADA,BASE,442.62,1.66,0.29,0.07
2_BASE,641,2,RINCONADA,BASE,15.90,2.67,0.82,0.09
2_BASE,642,2,RINCONADA,BASE,53.44,0.05,0.00,0.00
2_BASE,643,2,RINCONADA,BASE,86.90,0.10,0.00,0.00
2_BASE,644,2,RINCONADA,BASE,17.54,0.12,0.00,0.00
2_BASE,645,2,RINCONADA,BASE,23.96,2.11,0.01,0.01
2_BASE,646,2,RINCONADA,BASE,217.99,0.21,0.00,0.00
2_BASE,647,2,RINCONADA,BASE,64.98,0.00,0.00,0.00
2_BASE,648,2,RINCONADA,BASE,102.42,1.74,0.00,0.00
2_BASE,649,2,RINCONADA,BASE,64.92,0.41,0.00,0.00
2_BASE,650,2,RINCONADA,BASE,68.23,0.12,0.93,0.10
2_BASE,651,2,RINCONADA,BASE,19.41,0.67,0.00,0.00
2_BASE,652,2,RINCONADA,BASE,237.00,1.76,1.30,0.52
2_BASE,653,2,RINCONADA,BASE,122.62,0.05,0.00,0.00
2_BASE,654,2,RINCONADA,BASE,51.80,6.09,0.30,0.03
2_BASE,655,2,RINCONADA,BASE,10.99,2.65,1.54,0.16
2_BASE,656,2,RINCONADA,BASE,39.92,5.34,1.93,0.81
2_BASE,657,2,RINCONADA,BASE,112.90,1.84,0.02,0.02
2_BASE,658,2,RINCONADA,BASE,11.26,5.88,0.41,0.04
2_BASE,659,2,RINCONADA,BASE,62.71,0.14,0.00,0.00
2_BASE,660,2,RINCONADA,BASE,18.53,0.12,0.00,0.00
2_BASE,661,2,RINCONADA,BASE,51.69,0.00,0.00,0.00
2_BASE,662,2,RINCONADA,BASE,19.31,1.32,0.28,0.03
2_BASE,663,2,RINCONADA,BASE,113.52,0.00,0.00,0.00
2_BASE,664,2,RINCONADA,BASE,25.47,0.05,0.00,0.00
2_BASE,665,2,RINCONADA,BASE,148.74,0.11,0.00,0.00
2_BASE,666,2,RINCONADA,BASE,206.55,3.70,2.45,1.03
2_BASE,667,2,RINCONADA,BASE,75.58,0.11,0.01,0.01
2_BASE,668,2,RINCONADA,BASE,371.08,0.33,0.03,0.01
2_BASE,669,2,RINCONADA,BASE,44.60,0.01,0.00,0.00
2_BASE,670,2,RINCONADA,BASE,19.29,0.02,0.01,0.01
2_BASE,671,2,RINCONADA,BASE,23.49,0.51,0.01,0.01
2_BASE,672,2,RINCONADA,BASE,7.64,0.20,0.11,0.01
2_BASE,673,2,RINCONADA,BASE,7.55,0.02,0.38,0.04
2_BASE,674,2,RINCONADA,BASE,87.71,0.36,0.01,0.01
2_BASE,675,2,RINCONADA,BASE,115.64,1.34,0.02,0.02
2_BASE,676,2,RINCONADA,BASE,46.46,2.56,3.49,1.46
2_BASE,677,2,RINCONADA,BASE,22.69,0.06,0.00,0.00
2_BASE,678,2,RINCONADA,BASE,20.00,0.07,0.00,0.00
2_BASE,679,2,RINCONADA,BASE,23.27,0.28,0.01,0.01
2_BASE,680,2,RINCONADA,BASE,81.92,0.31,0.00,0.00
2_BASE,681,2,RINCONADA,BASE,279.78,1.08,0.00,0.00
2_BASE,682,2,RINCONADA,BASE,162.50,0.05,0.00,0.00
2_BASE,683,2,RINCONADA,BASE,282.68,0.39,0.00,0.00
2_BASE,684,2,RINCONADA,BASE,58.22,1.05,1.20,0.13
2_BASE,685,2,RINCONADA,BASE,344.36,0.00,0.03,0.01
2_BASE,686,2,RINCONADA,BASE,374.22,0.04,0.03,0.01
2_BASE,687,2,RINCONADA,BASE,76.31,0.48,0.00,0.00
2_BASE,688,2,RINCONADA,BASE,374.22,0.01,0.04,0.01
2_BASE,689,2,RINCONADA,BASE,127.15,0.00,0.00,0.00
2_BASE,690,2,RINCONADA,BASE,24.81,0.39,0.00,0.00
2_BASE,691,2,RINCONADA,BASE,72.22,0.00,0.00,0.00
2_BASE,692,2,RINCONADA,BASE,16.63,0.08,0.00,0.00
2_BASE,693,2,RINCONADA,BASE,105.89,0.13,0.01,0.01
2_BASE,694,2,RINCONADA,BASE,53.44,0.03,0.00,0.00
2_BASE,695,2,RINCONADA,BASE,134.99,0.55,0.00,0.00
2_BASE,696,2,RINCONADA,BASE,128.05,0.72,0.00,0.00
2_BASE,697,2,RINCONADA,BASE,85.56,0.12,0.07,0.02
2_BASE,698,2,RINCONADA,BASE,141.17,0.00,0.00,0.00
2_BASE,699,2,RINCONADA,BASE,44.88,0.21,0.00,0.00
2_BASE,700,2,RINCONADA,BASE,81.38,2.27,0.01,0.01
2_BASE,701,2,RINCONADA,BASE,125.86,0.04,0.00,0.00
2_BASE,702,2,RINCONADA,BASE,26.58,0.01,0.00,0.00
2_BASE,703,2,RINCONADA,BASE,40.92,1.86,0.00,0.00
2_BASE,704,2,RINCONADA,BASE,102.10,0.02,0.01,0.01
2_BASE,705,2,RINCONADA,BASE,80.40,0.76,0.00,0.00
2_BASE,706,2,RINCONADA,BASE,364.29,0.20,0.00,0.00
2_BASE,707,2,RINCONADA,BASE,46.22,0.03,0.00,0.00
2_BASE,708,2,RINCONADA,BASE,121.94,0.04,0.00,0.00
2_BASE,709,2,RINCONADA,BASE,23.13,0.27,0.02,0.02
2_BASE,710,2,RINCONADA,BASE,23.98,0.01,0.00,0.00
2_BASE,711,2,RINCONADA,BASE,7.55,0.13,0.50,0.05
2_BASE,712,2,RINCONADA,BASE,30.69,0.11,0.00,0.00
2_BASE,713,2,RINCONADA,BASE,21.99,0.03,0.00,0.00
2_BASE,714,2,RINCONADA,BASE,8.10,0.15,0.22,0.02
2_BASE,715,2,RINCONADA,BASE,376.67,0.09,0.04,0.01
2_BASE,716,2,RINCONADA,BASE,17.98,0.15,0.01,0.01
2_BASE,717,2,RINCONADA,BASE,367.30,0.05,0.02,0.01
2_BASE,718,2,RINCONADA,BASE,128.48,0.00,0.00,0.00
2_BASE,719,2,RINCONADA,BASE,121.43,2.46,0.00,0.00
2_BASE,720,2,RINCONADA,BASE,126.81,0.20,0.00,0.00
2_BASE,721,2,RINCONADA,BASE,18.53,0.62,0.00,0.00
2_BASE,722,2,RINCONADA,BASE,69.42,0.06,0.00,0.00
2_BASE,723,2,RINCONADA,BASE,18.43,0.02,0.01,0.01
2_BASE,724,2,RINCONADA,BASE,120.62,0.08,0.00,0.00
2_BASE,725,2,RINCONADA,BASE,333.36,0.00,0.05,0.01
2_BASE,726,2,RINCONADA,BASE,120.28,0.02,0.01,0.01
2_BASE,727,2,RINCONADA,BASE,17.43,0.05,0.01,0.01
2_BASE,728,2,RINCONADA,BASE,177.54,0.32,0.00,0.00
2_BASE,729,2,RINCONADA,BASE,52.51,0.44,0.00,0.00
2_BASE,730,2,RINCONADA,BASE,472.89,0.42,0.19,0.05
2_BASE,731,2,RINCONADA,BASE,121.99,0.17,0.01,0.01
2_BASE,732,2,RINCONADA,BASE,85.95,0.47,0.01,0.01
2_BASE,733,2,RINCONADA,BASE,79.07,0.00,0.00,0.00
2_BASE,734,2,RINCONADA,BASE,147.72,0.13,0.00,0.00
2_BASE,735,2,RINCONADA,BASE,76.85,0.34,0.00,0.00
2_BASE,736,2,RINCONADA,BASE,23.38,1.69,0.00,0.00
2_BASE,737,2,RINCONADA,BASE,119.13,0.21,0.00,0.00
2_BASE,738,2,RINCONADA,BASE,18.53,0.01,0.00,0.00
2_BASE,739,2,RINCONADA,BASE,64.98,0.00,0.00,0.00
2_BASE,740,2,RINCONADA,BASE,17.51,4.27,2.37,0.25
2_BASE,741,2,RINCONADA,BASE,0.00,0.00,0.00,0.00
2_BASE,742,2,RINCONADA,BASE,40.83,12.32,0.68,0.28
2_BASE,743,2,RINCONADA,BASE,119.23,0.02,0.01,0.01
2_BASE,744,2,RINCONADA,BASE,63.91,1.01,0.00,0.00
2_BASE,745,2,RINCONADA,BASE,120.84,0.02,0.00,0.00
2_BASE,746,2,RINCONADA,BASE,155.51,0.10,0.48,0.20
2_BASE,747,2,RINCONADA,BASE,119.88,0.39,0.00,0.00
2_BASE,748,2,RINCONADA,BASE,126.36,0.03,0.00,0.00
2_BASE,749,2,RINCONADA,BASE,144.28,1.30,0.00,0.00
2_BASE,750,2,RINCONADA,BASE,364.29,1.33,0.24,0.06
2_BASE,751,2,RINCONADA,BASE,397.60,0.00,0.05,0.01
2_BASE,752,2,RINCONADA,BASE,237.00,0.00,0.00,0.00
2_BASE,753,2,RINCONADA,BASE,81.17,0.08,0.00,0.00
2_BASE,754,2,RINCONADA,BASE,22.98,0.28,0.01,0.01
